atco_code,name,easting,northing,longitude,latitude,stop_type
"9400ZZLUHR5","Heathrow Terminal 5 Underground Station",504940,175645,-0.4905601831,51.4700521799,"MET"
"9400ZZLUHRC","Heathrow Terminals 2 & 3 Underground Station",507597,175832,-0.4522650527,51.4712345348,"MET"
"9400ZZLUHSC","Hammersmith (H&C Line) Underground Station",523320,178670,-0.2250126599,51.49353529,"MET"
"9400ZZLUHSD","Hammersmith (Dist&Picc Line) Underground Station",523420,178535,-0.2236201034,51.4923002253,"MET"
"9400ZZLUWSD","Wanstead Underground Station",540667,188242,0.02852739065,51.5755014437,"MET"
"9400ZZLUWSM","Westminster Underground Station",530250,179709,-0.1248613298,51.5013199088,"MET"
"9400ZZLUWSP","Westbourne Park Underground Station",524907,181777,-0.2010651058,51.5211099185,"MET"
"9400ZZLUWTA","West Acton Underground Station",519371,181298,-0.280979959,51.5180009339,"MET"
"9400ZZDLCUT","Cutty Sark (for Maritime Greenwich) DLR Station",538225,177733,-0.0108097815,51.4816712508,"MET"
"9400ZZLUSKT","South Kenton Underground Station",517332,187062,-0.308432858,51.5702315315,"MET"
"9400ZZLUSKW","Stockwell Underground Station",530487,176473,-0.1226436617,51.4721844944,"MET"
"9400ZZLUGBY","Gunnersbury Underground Station",519836,178394,-0.2752672111,51.4918032349,"MET"
"9400ZZLUMHL","Mill Hill East Underground Station",524051,191450,-0.2099857687,51.6082294521,"MET"
"9400ZZLULBN","Lambeth North Underground Station",531128,179452,-0.112314647,51.4988075399,"MET"
"9400ZZLUWOG","Wood Green Underground Station",531013,190429,-0.1098864898,51.597479032,"MET"
"9400ZZLURSP","Ruislip Underground Station",509466,187011,-0.4218978026,51.5713535646,"MET"
"9400ZZLUCWL","Chigwell Underground Station",543756,193049,0.07504065974,51.6179158034,"MET"
"9400ZZDLCAN","Canary Wharf DLR Station",537448,180290,-0.0209972718,51.5048379094,"MET"
"9400ZZDLCUS","Custom House (for ExCel) DLR Station",540743,180923,0.02669899227,51.5097157106,"MET"
"9400ZZLUHSK","High Street Kensington Underground Station",525536,179561,-0.1927922232,51.5010554814,"MET"
"9400ZZLUHSN","Harlesden Underground Station",520925,183372,-0.257882975,51.536310323,"MET"
"9400ZZLUHTD","Hampstead Underground Station",526375,185766,-0.1784870006,51.5566322737,"MET"
"9400ZZLUHWC","Hounslow Central Underground Station",513548,175968,-0.3665784216,51.471295207,"MET"
"9400ZZLUCKS","Cockfosters Underground Station",528140,196369,-0.1491710867,51.6515196059,"MET"
"9400ZZLUCND","Colindale Underground Station",521320,189959,-0.2499191273,51.5954241446,"MET"
"9400ZZLUCPC","Clapham Common Underground Station",529428,175284,-0.1383173822,51.4617422415,"MET"
"9400ZZALRDK","Emirates Royal Docks",540121,180690,0.01764952393,51.5077764496,"MET"
"9400ZZLUCGN","Covent Garden Underground Station",530246,181019,-0.124435547,51.5130933184,"MET"
"9400ZZLUNHG","Notting Hill Gate Underground Station",525284,180453,-0.1961043018,51.5091277414,"MET"
"9400ZZLUNHT","Northolt Underground Station",513210,184521,-0.3686993536,51.5482355823,"MET"
"9400ZZLUNKP","Northwick Park Underground Station",516644,187964,-0.3180560615,51.5784808377,"MET"
"9400ZZLUNOW","Northwood Underground Station",509237,191423,-0.4238288751,51.6110526399,"MET"
"9400ZZLUNWH","Northwood Hills Underground Station",510257,190279,-0.4094637679,51.6005719462,"MET"
"9400ZZLUCST","Cannon Street Underground Station",532610,180904,-0.0904316553,51.5115104766,"MET"
"9400ZZLUCTN","Camden Town Underground Station",528902,183900,-0.1427395079,51.5392919413,"MET"
"9400ZZLUPYB","Putney Bridge Underground Station",524519,175887,-0.2087307729,51.4682616688,"MET"
"9400ZZLUQBY","Queensbury Underground Station",518809,189762,-0.2862190125,51.5941882997,"MET"
"9400ZZLUBST","Baker Street Underground Station",527950,182050,-0.1571303631,51.5228828321,"MET"
"9400ZZLUBTK","Burnt Oak Underground Station",520322,190753,-0.2640478581,51.6027738031,"MET"
"9400ZZLUBTX","Brent Cross Underground Station",523885,187932,-0.2136224664,51.5766498928,"MET"
"9400ZZLUBWR","Bow Road Underground Station",537095,182740,-0.0251280863,51.5269395094,"MET"
"9400ZZLUNWY","North Wembley Underground Station",517659,186215,-0.3040001347,51.5625511147,"MET"
"9400ZZLUOAK","Oakwood Underground Station",529327,195977,-0.1321679296,51.6477253768,"MET"
"9400ZZLURSQ","Russell Square Underground Station",530228,182129,-0.1242850128,51.5230726063,"MET"
"9400ZZLURVP","Ravenscourt Park Underground Station",522564,178717,-0.2358806879,51.4941219217,"MET"
"9400ZZLURVY","Roding Valley Underground Station",541585,192908,0.04364707233,51.6171986293,"MET"
"9400ZZLURYL","Rayners Lane Underground Station",512975,187510,-0.3711274279,51.5751469699,"MET"
"9400ZZLURYO","Royal Oak Underground Station",525767,181576,-0.1887479358,51.5191128906,"MET"
"9400ZZLUSBC","Shepherd's Bush (Central) Underground Station",523721,179886,-0.2188134007,51.504376103,"MET"
"9400ZZLUSBM","Shepherd's Bush Market Underground Station",523193,180007,-0.2263747022,51.505578775,"MET"
"9400ZZLUSEA","South Ealing Underground Station",517580,179365,-0.3074241501,51.5010033146,"MET"
"9400ZZLUSFB","Stamford Brook Underground Station",521880,178789,-0.245703757,51.4949167279,"MET"
"9400ZZLUSFS","Southfields Underground Station",524730,173312,-0.2066019127,51.4450734108,"MET"
"9400ZZLUSGN","Stepney Green Underground Station",535621,182135,-0.0465955651,51.5218584612,"MET"
"9400ZZRLHHL","Haste Hill (Ruislip Lido Railway)",508913,189802,-0.4290089829,51.5965459241,"MET"
"9400ZZRLWBY","Woody Bay (Ruislip Lido Railway)",509063,189009,-0.4270905012,51.5893895056,"MET"
"9400ZZSLGRM","Groombridge (Spa Valley Railway)",553238,137032,0.18777233156,51.1121014899,"MET"
"9400ZZSLHRK","High Rocks (Spa Valley Railway)",555794,138256,0.22478629855,51.1224109229,"MET"
"9400ZZDLRAL","Royal Albert DLR Station",542082,180809,0.04593477643,51.508356537,"MET"
"9400ZZDLRVC","Royal Victoria DLR Station",540175,180865,0.01849660984,51.5093355958,"MET"
"9400ZZDLSHA","Shadwell DLR Station",534954,180986,-0.056643072,51.5116928671,"MET"
"9400ZZLUUPY","Upney Underground Station",545844,184256,0.10153017727,51.5383715771,"MET"
"9400ZZLUUXB","Uxbridge Underground Station",505639,184172,-0.4779487088,51.5465653326,"MET"
"9400ZZLUVIC","Victoria Underground Station",528998,179125,-0.1431021624,51.4963585093,"MET"
"9400ZZLUVXL","Vauxhall Underground Station",530340,177978,-0.1242041146,51.4857432909,"MET"
"9400ZZLUWAF","Watford Underground Station",509572,196592,-0.4173767173,51.6574456932,"MET"
"9400ZZLUWBN","West Brompton Underground Station",525379,178023,-0.1955987962,51.4872682756,"MET"
"9400ZZLUCPK","Canons Park Underground Station",518187,191251,-0.2946929441,51.6077011271,"MET"
"9400ZZLUCPN","Clapham North Underground Station",529995,175676,-0.1300162647,51.465135225,"MET"
"9400ZZLUCPS","Clapham South Underground Station",528810,174257,-0.1475819727,51.4526536157,"MET"
"9400ZZLUCSD","Colliers Wood Underground Station",526786,170368,-0.1780861199,51.418159542,"MET"
"9400ZZLUCSM","Chesham Underground Station",496070,201635,-0.6111154274,51.7052421262,"MET"
"9400ZZLULNB","London Bridge Underground Station",532735,180263,-0.0888725001,51.5057208418,"MET"
"9400ZZLULRD","Latimer Road Underground Station",523767,180890,-0.2177989142,51.513389087,"MET"
"9400ZZLUKWG","Kew Gardens Underground Station",519182,176738,-0.2852412904,51.477058103,"MET"
"9400ZZLULAD","Ladbroke Grove Underground Station",524270,181354,-0.2103905984,51.5174487725,"MET"
"9400ZZDLELV","Elverson Road DLR Station",537852,176321,-0.0167283466,51.4690738126,"MET"
"9400ZZCRLEB","Lebanon Road Tram Stop",533383,165756,-0.0850022855,51.3752010365,"MET"
"9400ZZCRLOY","Lloyd Park Tram Stop",533709,164549,-0.0807749024,51.364277583,"MET"
"9400ZZLUFPK","Finsbury Park Underground Station",531321,186729,-0.1068247308,51.5641576118,"MET"
"9400ZZLUFYC","Finchley Central Underground Station",525280,190667,-0.1925268052,51.60092093,"MET"
"9400ZZLUFYR","Finchley Road Underground Station",526308,184673,-0.1798450343,51.5468246463,"MET"
"9400ZZLUKSL","Kensal Green Underground Station",523220,182785,-0.2250155418,51.5305391145,"MET"
"9400ZZLUNFD","Northfields Underground Station",517078,179166,-0.3147190363,51.4993188872,"MET"
"9400ZZDLPDK","Pontoon Dock DLR Station",541142,180099,0.03211518016,51.502211982,"MET"
"9400ZZDLMUD","Mudchute DLR Station",537925,178730,-0.0147381836,51.4907035449,"MET"
"9400ZZLUACT","Acton Town Underground Station",519446,179637,-0.2804617065,51.5030570349,"MET"
"9400ZZLUTCR","Tottenham Court Road Underground Station",529822,181379,-0.1304097865,51.5164260068,"MET"
"9400ZZLUTFP","Tufnell Park Underground Station",529151,185857,-0.1384334521,51.5568219358,"MET"
"9400ZZLUBSC","Barons Court Underground Station",524133,178331,-0.2134269042,51.4903109204,"MET"
"9400ZZLUMDN","Morden Underground Station",525665,168558,-0.1948393036,51.4021421928,"MET"
"9400ZZDLWLA","Woolwich Arsenal DLR Station",543749,178814,0.0691265014,51.4900090478,"MET"
"9400ZZDLWSV","West Silvertown DLR Station",540470,180150,0.02246011387,51.5028375227,"MET"
"9400ZZLUHNX","Hatton Cross Underground Station",509627,175376,-0.4231912432,51.4667467162,"MET"
"9400ZZLUHOH","Harrow-on-the-Hill Underground Station",515314,188013,-0.3372250328,51.5791946068,"MET"
"9400ZZLUHPC","Hyde Park Corner Underground Station",528331,179851,-0.152441461,51.5030345791,"MET"
"9400ZZLUPVL","Perivale Underground Station",516377,183311,-0.3234459132,51.5367170449,"MET"
"9400ZZLUSGP","Stonebridge Park Underground Station",519656,184193,-0.275891781,51.5439590581,"MET"
"9400ZZLUSGT","Southgate Underground Station",529672,194271,-0.1278158778,51.6323151236,"MET"
"9400ZZLUSHH","South Harrow Underground Station",514292,186398,-0.3524924119,51.5648875258,"MET"
"9400ZZLUGPS","Great Portland Street Underground Station",528840,182179,-0.1442620463,51.5238399834,"MET"
"9400ZZLUGTH","Gants Hill Underground Station",543273,188431,0.06618472427,51.5765439999,"MET"
"9400ZZLUGTR","Gloucester Road Underground Station",526258,178829,-0.1826576465,51.4943163798,"MET"
"9400ZZLUHAI","Highbury & Islington Underground Station",531615,184755,-0.1033237793,51.5463498946,"MET"
"9400ZZLUHAW","Harrow & Wealdstone Underground Station",515420,189470,-0.335217428,51.5922677706,"MET"
"9400ZZLUHBN","Holborn Underground Station",530508,181525,-0.1204749109,51.5175801347,"MET"
"9400ZZDLHEQ","Heron Quays DLR Station",537423,180127,-0.0214206992,51.5033792505,"MET"
"9400ZZDLISL","Island Gardens DLR Station",538253,178417,-0.0101392462,51.4878108796,"MET"
"9400ZZLUODS","Old Street Underground Station",532753,182505,-0.0877696729,51.5258641938,"MET"
"9400ZZLUOSY","Osterley Underground Station",514520,177100,-0.3522236227,51.4812736843,"MET"
"9400ZZLUOVL","Oval Underground Station",531168,177566,-0.1124388934,51.4818495524,"MET"
"9400ZZLUBOR","Borough Underground Station",532436,179752,-0.0933697758,51.5011988359,"MET"
"9400ZZLUBOS","Boston Manor Underground Station",516378,178740,-0.3249392349,51.495634566,"MET"
"9400ZZLULSQ","Leicester Square Underground Station",529974,180822,-0.1284256103,51.5113855295,"MET"
"9400ZZLULVT","Liverpool Street Underground Station",533096,181569,-0.08318156,51.5173722694,"MET"
"9400ZZLUSNB","Snaresbrook Underground Station",540160,188804,0.02144001964,51.5806776017,"MET"
"9400ZZLUSPU","St. Paul's Underground Station",532105,181272,-0.0975668007,51.5149356912,"MET"
"9400ZZLUSRP","South Ruislip Underground Station",511094,185433,-0.3989152352,51.5568526443,"MET"
"9400ZZLUSSQ","Sloane Square Underground Station",528088,178647,-0.1563772329,51.4922695335,"MET"
"9400ZZLUSTD","Stratford Underground Station",538553,184434,-0.0034582324,51.5418061889,"MET"
"9400ZZLUSTM","Stanmore Underground Station",517562,192587,-0.303266433,51.6198389226,"MET"
"9400ZZLUHWT","Hounslow West Underground Station",512156,176179,-0.3865443099,51.473469004,"MET"
"9400ZZLUHWY","Holloway Road Underground Station",530909,185443,-0.113243537,51.5526966781,"MET"
"9400ZZLUICK","Ickenham Underground Station",508095,185940,-0.4420012516,51.5619916156,"MET"
"9400ZZDLABR","Abbey Road DLR Station",539082,183349,0.00373667934,51.5319264928,"MET"
"9400ZZDLALL","All Saints DLR Station",537975,180990,-0.0131353447,51.5109998404,"MET"
"9400ZZDLBEC","Beckton DLR Station",543140,181507,0.0614525658,51.5143617299,"MET"
"9400ZZBBKNG","Kingscote (Bluebell Railway)",536744,135562,-0.0482614466,51.1030603757,"MET"
"9400ZZLUTHB","Theydon Bois Underground Station",545525,199092,0.10308541299,51.6717591178,"MET"
"9400ZZDLBLA","Blackwall DLR Station",538412,180667,-0.0069688247,51.5079905769,"MET"
"9400ZZDLBNK","Bank DLR Station",532738,181099,-0.0885148771,51.5132328036,"MET"
"9400ZZDLBOW","Bow Church DLR Station",537383,182850,-0.0209362778,51.5278580472,"MET"
"9400ZZDLBPK","Beckton Park DLR Station",542705,180875,0.05493237097,51.5087927423,"MET"
"9400ZZLUSWK","Southwark Underground Station",531625,180040,-0.1049396964,51.5039762244,"MET"
"9400ZZLUSWN","South Wimbledon Underground Station",525826,170027,-0.1920053392,51.4153086232,"MET"
"9400ZZLUKEN","Kenton Underground Station",516715,188330,-0.3169103845,51.5817555653,"MET"
"9400ZZLUKNB","Knightsbridge Underground Station",527775,179685,-0.1605077494,51.5016686188,"MET"
"9400ZZLUKNG","Kennington Underground Station",531599,178299,-0.1059627615,51.4883366876,"MET"
"9400ZZLUKOY","Kensington (Olympia) Underground Station",524350,179150,-0.2100146619,51.4976237071,"MET"
"9400ZZLUKPK","Kilburn Park Underground Station",525343,183331,-0.1942317611,51.5349791497,"MET"
"9400ZZLUKSH","Kentish Town Underground Station",529010,185129,-0.1407329651,51.5503118936,"MET"
"9400ZZCRARA","Arena Tram Stop",535190,167620,-0.0583471954,51.3915248414,"MET"
"9400ZZCRAVE","Avenue Road Tram Stop",535762,169335,-0.0494755915,51.4068000884,"MET"
"9400ZZCRBED","Beddington Lane Tram Stop",529365,167215,-0.1421670818,51.3892418129,"MET"
"9400ZZCRBEK","Beckenham Junction Tram Stop",537355,169815,-0.0264010718,51.4107302696,"MET"
"9400ZZCRBGV","Belgrave Walk Tram Stop",526804,168455,-0.1785107624,51.4009632849,"MET"
"9400ZZLUCHL","Chancery Lane Underground Station",531123,181615,-0.1115830707,51.518246639,"MET"
"9400ZZLUCHX","Charing Cross Underground Station",530065,180382,-0.127277175,51.5074104862,"MET"
"9400ZZLUOXC","Oxford Circus Underground Station",529028,181225,-0.1419026719,51.5152237918,"MET"
"9400ZZLUPAC","Paddington Underground Station",526680,181317,-0.175689276,51.5165814688,"MET"
"9400ZZLUPAH","Paddington (H&C Line)-Underground",526494,181491,-0.1783060466,51.5181868268,"MET"
"9400ZZLUTAW","Totteridge & Whetstone Underground Station",526120,193990,-0.1792101889,51.6305965914,"MET"
"9400ZZLUDGE","Dagenham East Underground Station",550297,185023,0.16601658416,51.5440960071,"MET"
"9400ZZLUDGY","Dagenham Heathway Underground Station",549023,184712,0.14752678668,51.5416392022,"MET"
"9400ZZLUDOH","Dollis Hill Underground Station",522188,185143,-0.2390677639,51.5519548708,"MET"
"9400ZZLUEAC","Elephant & Castle Underground Station",531953,178998,-0.100606015,51.4945358577,"MET"
"9400ZZLUEAE","Eastcote Underground Station",511153,187621,-0.3973732557,51.576506433,"MET"
"9400ZZLUEAN","East Acton Underground Station",521715,181199,-0.2472484789,51.5166115037,"MET"
"9400ZZLUEBY","Ealing Broadway Underground Station",517958,180933,-0.3014569144,51.5150170329,"MET"
"9400ZZDLPOP","Poplar DLR Station",537690,180620,-0.0173839771,51.5077444575,"MET"
"9400ZZDLPRE","Prince Regent DLR Station",541262,180887,0.03415825712,51.5092628283,"MET"
"9400ZZDLPUD","Pudding Mill Lane DLR Station",537931,183582,-0.0127551938,51.5343023349,"MET"
"9400ZZLUWWL","Walthamstow Central Underground Station",537290,188980,-0.0198851101,51.582964893,"MET"
"9400ZZLUTNG","Turnham Green Underground Station",521265,178800,-0.2545546586,51.4951477075,"MET"
"9400ZZLUNGW","North Greenwich Underground Station",539216,179852,0.00428727623,51.5004697031,"MET"
"9400ZZLUNHA","North Harrow Underground Station",513555,188605,-0.3624077856,51.5848720527,"MET"
"9400ZZLURGP","Regent's Park Underground Station",528690,182120,-0.1464444955,51.523343934,"MET"
"9400ZZLURKW","Rickmansworth Underground Station",505716,194592,-0.4737028726,51.6402072799,"MET"
"9400ZZCRGRA","Gravel Hill Tram Stop",536357,163536,-0.0431503202,51.3545453747,"MET"
"9400ZZLUCWP","Chiswick Park Underground Station",520335,178720,-0.2679720681,51.4946272403,"MET"
"9400ZZLUCWR","Canada Water Underground Station",535475,179470,-0.0497216721,51.4979451573,"MET"
"9400ZZLUCXY","Croxley Underground Station",507913,195399,-0.4417180652,51.6470437401,"MET"
"9400ZZLUWLA","Wood Lane Underground Station",523310,180465,-0.2245297895,51.5096693896,"MET"
"9400ZZLUWLO","Waterloo Underground Station",530944,179947,-0.1147803088,51.503298516,"MET"
"9400ZZLUCYF","Canary Wharf Underground Station",537643,180145,-0.0182459892,51.503487513,"MET"
"9400ZZLUPLW","Plaistow Underground Station",540035,183310,0.01745135068,51.5313406971,"MET"
"9400ZZLUPNR","Pinner Underground Station",512236,189469,-0.3811612525,51.5929014203,"MET"
"9400ZZLUMSH","Mansion House Underground Station",532360,180965,-0.0940092252,51.5121172167,"MET"
"9400ZZLUMTC","Mornington Crescent Underground Station",529189,183394,-0.1387890771,51.5346791406,"MET"
"9400ZZRLWLN","Willow Lawn (Ruislip Lido Railway)",508678,189251,-0.432570807,51.5916389016,"MET"
"9400ZZLUTBC","Tooting Bec Underground Station",528013,172348,-0.1597356707,51.4356781958,"MET"
"9400ZZLUTBY","Tooting Broadway Underground Station",527435,171438,-0.1683735721,51.4276302361,"MET"
"9400ZZALGWP","Emirates Greenwich Peninsula",539500,179760,0.00833980739,51.4995730408,"MET"
"9400ZZLUHBT","High Barnet Underground Station",525021,196182,-0.194297696,51.6505406609,"MET"
"9400ZZLUHCH","Hornchurch Underground Station",553945,186245,0.21911618412,51.5540928024,"MET"
"9400ZZLUHCL","Hendon Central Underground Station",522980,188650,-0.2264244769,51.5833005518,"MET"
"9400ZZLUHGD","Hillingdon Underground Station",507572,185008,-0.4498279636,51.5537146112,"MET"
"9400ZZLUKBN","Kilburn Underground Station",524626,184629,-0.2041046342,51.5468028353,"MET"
"9400ZZLUKBY","Kingsbury Underground Station",519348,188735,-0.2787904322,51.5848445625,"MET"
"9400ZZDLLDP","Langdon Park DLR Station",537892,181452,-0.014150076,51.515171634,"MET"
"9400ZZDLLEW","Lewisham DLR Station",538133,175838,-0.0128739696,51.4646650629,"MET"
"9400ZZDLLIM","Limehouse DLR Station",536120,181095,-0.0398089566,51.5123929146,"MET"
"9400ZZCRBIR","Birkbeck Tram Stop",535332,168986,-0.055787097,51.4037665038,"MET"
"9400ZZCRBLA","Blackhorse Lane Tram Stop",534360,166845,-0.0705622116,51.3847572364,"MET"
"9400ZZCRBRD","Beckenham Road Tram Stop",536175,169650,-0.0434205779,51.4095318654,"MET"
"9400ZZCRCEN","George Street Tram Stop",532430,165595,-0.0987463691,51.3739770571,"MET"
"9400ZZCRCHR","Church Street Tram Stop",532040,165555,-0.1043611065,51.3737083325,"MET"
"9400ZZCRCOO","Coombe Lane Tram Stop",535199,164089,-0.0595601969,51.3597913976,"MET"
"9400ZZCRCTR","Centrale Tram Stop",532065,165785,-0.1039167414,51.3757694715,"MET"
"9400ZZCRDDR","Dundonald Road Tram Stop",524730,170250,-0.2076791621,51.4175547138,"MET"
"9400ZZLULGT","Lancaster Gate Underground Station",526707,180777,-0.1754942814,51.5117225046,"MET"
"9400ZZCRADD","Addiscombe Tram Stop",534188,166290,-0.0732419215,51.3798103512,"MET"
"9400ZZCRADV","Addington Village Tram Stop",537080,163744,-0.0326937224,51.3562407295,"MET"
"9400ZZCRAMP","Ampere Way Tram Stop",530673,166476,-0.1236510803,51.3823011562,"MET"
"9400ZZLUHPK","Holland Park Underground Station",524625,180216,-0.205678864,51.5071433998,"MET"
"9400ZZLUHR4","Heathrow Terminal 4 Underground Station",508078,174428,-0.445771378,51.4585235214,"MET"
"9400ZZLUWKA","Warwick Avenue Underground Station",526100,182046,-0.1837830519,51.5232625693,"MET"
"9400ZZLUWKN","West Kensington Underground Station",524604,178359,-0.2066364901,51.490459063,"MET"
"9400ZZLUPCC","Piccadilly Circus Underground Station",529605,180664,-0.1337980057,51.5100503178,"MET"
"9400ZZLUPCO","Pimlico Underground Station",529667,178334,-0.13376065,51.4890971219,"MET"
"9400ZZLUPKR","Park Royal Underground Station",519114,182307,-0.2843413651,51.5271234124,"MET"
"9400ZZLUBBN","Barbican Underground Station",532060,181865,-0.097992938,51.5202751843,"MET"
"9400ZZLUBDS","Bounds Green Underground Station",529992,191466,-0.1242347139,51.6070343405,"MET"
"9400ZZLUBEC","Becontree Underground Station",547605,184525,0.12701601897,51.5403312647,"MET"
"9400ZZLULYN","Leyton Underground Station",538365,186074,-0.0055229775,51.5565892048,"MET"
"9400ZZLULYS","Leytonstone Underground Station",539280,187405,0.00819380243,51.5683243913,"MET"
"9400ZZLUMBA","Marble Arch Underground Station",527850,180995,-0.1589533166,51.5134243935,"MET"
"9400ZZDLWIQ","West India Quay DLR Station",537489,180535,-0.0203114837,51.507029536,"MET"
"9400ZZLUERB","Edgware Road (Bakerloo) Underground Station",527054,181740,-0.1701498114,51.5202989934,"MET"
"9400ZZLUERC","Edgware Road (Circle Line) Underground Station",527216,181695,-0.1678324012,51.5198581575,"MET"
"9400ZZBBHDK","Horsted Keynes (Bluebell Railway)",537160,129240,-0.0447197973,51.0461460651,"MET"
"9400ZZCRHAR","Harrington Road Tram Stop",535000,168535,-0.0607286051,51.3997926564,"MET"
"9400ZZCRKGH","King Henry's Drive Tram Stop",537976,162558,-0.020293372,51.3453662605,"MET"
"9400ZZLUMMT","Monument Underground Station",532922,180822,-0.0859691969,51.5107003449,"MET"
"9400ZZLUMPK","Moor Park Underground Station",508595,193500,-0.4324535969,51.629844595,"MET"
"9400ZZLUMRH","Manor House Underground Station",532044,187480,-0.0961182618,51.5707377324,"MET"
"9400ZZDLSHS","Stratford High Street DLR Station",538729,184037,-0.0010783029,51.538195583,"MET"
"9400ZZDLSIT","Stratford International DLR Station",538114,184807,-0.0096382416,51.5452654544,"MET"
"9400ZZDLSOQ","South Quay DLR Station",537800,179767,-0.0161329332,51.5000525571,"MET"
"9400ZZDLSTD","Stratford DLR Station",538565,184429,-0.0032872721,51.541758316,"MET"
"9400ZZDLSTL","Star Lane DLR Station",539145,182111,0.00415576624,51.5207864192,"MET"
"9400ZZLUMVL","Maida Vale Underground Station",525945,182767,-0.1857584837,51.5297766859,"MET"
"9400ZZLUMYB","Marylebone Underground Station",527530,181977,-0.1632072607,51.522321698,"MET"
"9400ZZLUNAN","North Acton Underground Station",520829,181947,-0.2597548369,51.5235240049,"MET"
"9400ZZLUNBP","Newbury Park Underground Station",544926,188387,0.09000412689,51.5757264694,"MET"
"9400ZZLUNDN","Neasden Underground Station",521436,185351,-0.2498367082,51.5539864035,"MET"
"9400ZZLUNEN","North Ealing Underground Station",518825,181230,-0.2888682053,51.5175047906,"MET"
"9400ZZLUDBN","Debden Underground Station",544274,196121,0.08378217606,51.6453862717,"MET"
"9400ZZLUAMS","Amersham Underground Station",496371,198179,-0.607714193,51.6741262729,"MET"
"9400ZZLUASG","Arnos Grove Underground Station",529354,192497,-0.1330624242,51.6164462218,"MET"
"9400ZZLUASL","Arsenal Underground Station",531293,186116,-0.1074571749,51.5586554253,"MET"
"9400ZZLUBWT","Bayswater Underground Station",525842,180818,-0.1879379273,51.5122841035,"MET"
"9400ZZLUBXN","Brixton Underground Station",531053,175423,-0.1148880937,51.462617828,"MET"
"9400ZZLUBZP","Belsize Park Underground Station",527352,185087,-0.1646475586,51.5503107524,"MET"
"9400ZZLUCAL","Chalfont & Latimer Underground Station",499636,197559,-0.5606893075,51.6679845483,"MET"
"9400ZZLUCAR","Caledonian Road Underground Station",530557,184969,-0.1184933771,51.5485185499,"MET"
"9400ZZLUCFM","Chalk Farm Underground Station",528150,184418,-0.15338818,51.5441181328,"MET"
"9400ZZLUCGT","Canning Town Underground Station",539456,181318,0.00832187298,51.513583963,"MET"
"9400ZZLUKSX","King's Cross St. Pancras Underground Station",530282,182975,-0.1231944982,51.5306628239,"MET"
"9400ZZDLCYP","Cyprus DLR Station",543330,180857,0.06392480326,51.508472957,"MET"
"9400ZZDLDEP","Deptford Bridge DLR Station",537440,176882,-0.0224381324,51.4742151684,"MET"
"9400ZZDLDEV","Devons Road DLR Station",537629,182279,-0.0176152002,51.5226671709,"MET"
"9400ZZDLEIN","East India DLR Station",538730,180828,-0.0023263659,51.5093594104,"MET"
"9400ZZLUWYC","Wembley Central Underground Station",518181,185087,-0.2968518702,51.5523042983,"MET"
"9400ZZSLERG","Eridge (Spa Valley Railway)",554274,134498,0.20147887709,51.0890546881,"MET"
"9400ZZLUBKE","Barkingside Underground Station",544796,189492,0.08858469981,51.5856886712,"MET"
"9400ZZLUBKF","Blackfriars Underground Station",531692,180888,-0.1036585383,51.5115812033,"MET"
"9400ZZLUCYD","Chorleywood Underground Station",502587,196102,-0.5184609668,51.654358298,"MET"
"9400ZZLUHWE","Hounslow East Underground Station",514245,176197,-0.3564737938,51.4732132586,"MET"
"9400ZZDLLCA","London City Airport DLR Station",542292,180265,0.04873939763,51.5034155217,"MET"
"9400ZZLUPRD","Preston Road Underground Station",518251,187277,-0.2951067807,51.5719720211,"MET"
"9400ZZLUPSG","Parsons Green Underground Station",525025,176680,-0.2011696041,51.4752769584,"MET"
"9400ZZLUHGR","Hanger Lane Underground Station",518526,182633,-0.2927038479,51.5301769114,"MET"
"9400ZZLUHGT","Highgate Underground Station",528578,188147,-0.1458570705,51.5775321383,"MET"
"9400ZZLUHLT","Hainault Underground Station",545078,191500,0.09348168901,51.6036587157,"MET"
"9400ZZLUSJP","St. James's Park Underground Station",529648,179496,-0.1336076756,51.499544019,"MET"
"9400ZZLUSJW","St. John's Wood Underground Station",526751,183315,-0.1739483795,51.5345212966,"MET"
"9400ZZLUSKS","South Kensington Underground Station",526850,178819,-0.1741381798,51.4940941211,"MET"
"9400ZZLUEFY","East Finchley Underground Station",527224,189181,-0.1650118086,51.5871313415,"MET"
"9400ZZLUEGW","Edgware Underground Station",519540,191945,-0.2749277303,51.6136529319,"MET"
"9400ZZLUEHM","East Ham Underground Station",542351,184221,0.05118563786,51.5389479853,"MET"
"9400ZZLUEMB","Embankment Underground Station",530386,180351,-0.1226659825,51.5070579969,"MET"
"9400ZZLUEPG","Epping Underground Station",546193,201551,0.11376739303,51.6936801064,"MET"
"9400ZZLUEPK","Elm Park Underground Station",552540,185722,0.19863990721,51.5497750878,"MET"
"9400ZZLUEPY","East Putney Underground Station",524386,174876,-0.2109998909,51.4592048998,"MET"
"9400ZZCRMCH","Mitcham Tram Stop",527343,168082,-0.1709003008,51.3974904905,"MET"
"9400ZZCRMDN","Morden Road Tram Stop",525786,169310,-0.1928343387,51.4088737236,"MET"
"9400ZZCRMJT","Mitcham Junction Tram Stop",528235,167590,-0.158262954,51.3928681643,"MET"
"9400ZZCRMTP","Merton Park Tram Stop",525190,169820,-0.201219217,51.4135889386,"MET"
