OriginLineNaptanType,DestinationLineNaptanType,Line,OriginStopName,OriginStopAtcoCode,DestinationStopName,DestinationStopAtcoCode,LinkTime,EO?,ED?,,
MET,MET,CIR,King's Cross St. Pancras,9400ZZLUKSX,Farringdon,9400ZZLUFCN,200,,,,
MET,MET,CIR,Farringdon,9400ZZLUFCN,Barbican,9400ZZLUBBN,98,,,,
MET,MET,CIR,Barbican,9400ZZLUBBN,Moorgate,9400ZZLUMGT,105,,,,
MET,MET,CIR,Moorgate,9400ZZLUMGT,Liverpool Street,9400ZZLULVT,102,,,,
MET,MET,CIR,Liverpool Street,9400ZZLULVT,Aldgate,9400ZZLUALD,146,,,,
MET,MET,HAM,Hammersmith,9400ZZLUHSC,Goldhawk Road,9400ZZLUGHK,119,,,,
MET,MET,HAM,Goldhawk Road,9400ZZLUGHK,Shepherd's Bush Market,9400ZZLUSBM,86,,,,
MET,MET,HAM,Shepherd's Bush Market,9400ZZLUSBM,Wood Lane,9400ZZLUWLA,81,,,,
MET,MET,HAM,Wood Lane,9400ZZLUWLA,Latimer Road,9400ZZLULRD,84,,,,
MET,MET,HAM,Latimer Road,9400ZZLULRD,Ladbroke Grove,9400ZZLULAD,94,,,,
MET,MET,HAM,Ladbroke Grove,9400ZZLULAD,Westbourne Park,9400ZZLUWSP,103,,,,
MET,MET,HAM,Westbourne Park,9400ZZLUWSP,Royal Oak,9400ZZLURYO,120,,,,
MET,MET,HAM,Royal Oak,9400ZZLURYO,Paddington,9400ZZLUPAC,110,,,,
MET,MET,HAM,Paddington,9400ZZLUPAC,Edgware Road,9400ZZLUERC,160,,,,
MET,MET,HAM,Edgware Road,9400ZZLUERC,Baker Street,9400ZZLUBST,150,,,,
MET,MET,HAM,Baker Street,9400ZZLUBST,Great Portland Street,9400ZZLUGPS,135,,,,
MET,MET,HAM,Great Portland Street,9400ZZLUGPS,Euston Square,9400ZZLUESQ,95,,,,
MET,MET,HAM,Euston Square,9400ZZLUESQ,King's Cross St. Pancras,9400ZZLUKSX,135,,,,
MET,MET,HAM,King's Cross St. Pancras,9400ZZLUKSX,Farringdon,9400ZZLUFCN,200,,,,
MET,MET,HAM,Farringdon,9400ZZLUFCN,Barbican,9400ZZLUBBN,98,,,,
MET,MET,HAM,Barbican,9400ZZLUBBN,Moorgate,9400ZZLUMGT,105,,,,
MET,MET,HAM,Moorgate,9400ZZLUMGT,Liverpool Street,9400ZZLULVT,102,,,,
MET,MET,HAM,Liverpool Street,9400ZZLULVT,Aldgate East,9400ZZLUADE,156,,,,
MET,MET,HAM,Aldgate East,9400ZZLUADE,Whitechapel,9400ZZLUWPL,137,,,,
MET,MET,HAM,Whitechapel,9400ZZLUWPL,Stepney Green,9400ZZLUSGN,125,,,,
MET,MET,HAM,Stepney Green,9400ZZLUSGN,Mile End,9400ZZLUMED,118,,,,
MET,MET,HAM,Mile End,9400ZZLUMED,Bow Road,9400ZZLUBWR,86,,,,
MET,MET,HAM,Bow Road,9400ZZLUBWR,Bromley-By-Bow,9400ZZLUBBB,130,,,,
MET,MET,HAM,Bromley-By-Bow,9400ZZLUBBB,West Ham,9400ZZLUWHM,135,,,,
MET,MET,HAM,West Ham,9400ZZLUWHM,Plaistow,9400ZZLUPLW,99,,,,
MET,MET,HAM,Plaistow,9400ZZLUPLW,Upton Park,9400ZZLUUPK,128,,,,
MET,MET,HAM,Upton Park,9400ZZLUUPK,East Ham,9400ZZLUEHM,131,,,,
MET,MET,HAM,East Ham,9400ZZLUEHM,Barking,9400ZZLUBKG,211,,,,
MET,MET,CEN,West Ruislip,9400ZZLUWRP,Ruislip Gardens,9400ZZLURSG,155,,,,
MET,MET,CEN,Ruislip Gardens,9400ZZLURSG,South Ruislip,9400ZZLUSRP,94,,,,
MET,MET,CEN,South Ruislip,9400ZZLUSRP,Northolt,9400ZZLUNHT,159,,,,
MET,MET,CEN,Northolt,9400ZZLUNHT,Greenford,9400ZZLUGFD,137,,,,
MET,MET,CEN,Greenford,9400ZZLUGFD,Perivale,9400ZZLUPVL,130,,,,
MET,MET,CEN,Perivale,9400ZZLUPVL,Hanger Lane,9400ZZLUHGR,146,,,,
MET,MET,CEN,Hanger Lane,9400ZZLUHGR,North Acton,9400ZZLUNAN,200,,,,
MET,MET,CEN,Ealing Broadway,9400ZZLUEBY,West Acton,9400ZZLUWTA,145,,,,
MET,MET,CEN,West Acton,9400ZZLUWTA,North Acton,9400ZZLUNAN,166,,,,
MET,MET,CEN,North Acton,9400ZZLUNAN,East Acton,9400ZZLUEAN,109,,,,
MET,MET,CEN,East Acton,9400ZZLUEAN,White City,9400ZZLUWCY,178,,,,
MET,MET,CEN,White City,9400ZZLUWCY,Shepherd's Bush (Central),9400ZZLUSBC,178,,,,
MET,MET,CEN,Shepherd's Bush (Central),9400ZZLUSBC,Holland Park,9400ZZLUHPK,98,,,,
MET,MET,CEN,Holland Park,9400ZZLUHPK,Notting Hill Gate,9400ZZLUNHG,87,,,,
MET,MET,CEN,Notting Hill Gate,9400ZZLUNHG,Queensway,9400ZZLUQWY,90,,,,
MET,MET,CEN,Queensway,9400ZZLUQWY,Lancaster Gate,9400ZZLULGT,98,,,,
MET,MET,CEN,Lancaster Gate,9400ZZLULGT,Marble Arch,9400ZZLUMBA,138,,,,
MET,MET,CEN,Marble Arch,9400ZZLUMBA,Bond Street,9400ZZLUBND,82,,,,
MET,MET,CEN,Bond Street,9400ZZLUBND,Oxford Circus,9400ZZLUOXC,91,,,,
MET,MET,CEN,Oxford Circus,9400ZZLUOXC,Tottenham Court Road,9400ZZLUTCR,79,,,,
MET,MET,CEN,Tottenham Court Road,9400ZZLUTCR,Holborn,9400ZZLUHBN,123,,,,
MET,MET,CEN,Holborn,9400ZZLUHBN,Chancery Lane,9400ZZLUCHL,70,,,,
MET,MET,CEN,Chancery Lane,9400ZZLUCHL,St. Paul's,9400ZZLUSPU,110,,,,
MET,MET,CEN,St. Paul's,9400ZZLUSPU,Bank,9400ZZLUBNK,123,,,,
MET,MET,CEN,Bank,9400ZZLUBNK,Liverpool Street,9400ZZLULVT,121,,,,
MET,MET,CEN,Liverpool Street,9400ZZLULVT,Bethnal Green,9400ZZLUBLG,138,,,,
MET,MET,CEN,Mile End,9400ZZLUMED,Stratford,9400ZZLUSTD,211,,,,
MET,MET,CEN,Stratford,9400ZZLUSTD,Leyton,9400ZZLULYN,164,,,,
MET,MET,CEN,Leyton,9400ZZLULYN,Leytonstone,9400ZZLULYS,147,,,,
MET,MET,CEN,Leytonstone,9400ZZLULYS,Snaresbrook,9400ZZLUSNB,141,,,,
MET,MET,CEN,Snaresbrook,9400ZZLUSNB,South Woodford,9400ZZLUSWF,114,,,,
MET,MET,CEN,South Woodford,9400ZZLUSWF,Woodford,9400ZZLUWOF,137,,,,
MET,MET,CEN,Woodford,9400ZZLUWOF,Buckhurst Hill,9400ZZLUBKH,160,,,,
MET,MET,CEN,Buckhurst Hill,9400ZZLUBKH,Loughton,9400ZZLULGN,154,,,,
MET,MET,CEN,Loughton,9400ZZLULGN,Debden,9400ZZLUDBN,151,,,,
MET,MET,CEN,Debden,9400ZZLUDBN,Theydon Bois,9400ZZLUTHB,204,,,,
MET,MET,CEN,Theydon Bois,9400ZZLUTHB,Epping,9400ZZLUEPG,152,,,,
MET,MET,CEN,Leytonstone,9400ZZLULYS,Wanstead,9400ZZLUWSD,147,,,,
MET,MET,CEN,Wanstead,9400ZZLUWSD,Redbridge,9400ZZLURBG,113,,,,
MET,MET,CEN,Redbridge,9400ZZLURBG,Gants Hill,9400ZZLUGTH,115,,,,
MET,MET,CEN,Gants Hill,9400ZZLUGTH,Newbury Park,9400ZZLUNBP,178,,,,
MET,MET,CEN,Newbury Park,9400ZZLUNBP,Barkingside,9400ZZLUBKE,109,,,,
MET,MET,CEN,Barkingside,9400ZZLUBKE,Fairlop,9400ZZLUFLP,114,,,,
MET,MET,CEN,Fairlop,9400ZZLUFLP,Hainault,9400ZZLUHLT,89,,,,
MET,MET,CEN,Woodford,9400ZZLUWOF,Roding Valley,9400ZZLURVY,150,,,,
MET,MET,CEN,Roding Valley,9400ZZLURVY,Chigwell,9400ZZLUCWL,198,,,,
MET,MET,CEN,Chigwell,9400ZZLUCWL,Grange Hill,9400ZZLUGGH,124,,,,
MET,MET,CEN,Grange Hill,9400ZZLUGGH,Hainault,9400ZZLUHLT,121,,,,
MET,MET,BAK,Elephant & Castle,9400ZZLUEAC,Lambeth North,9400ZZLULBN,125,,,,
MET,MET,BAK,Lambeth North,9400ZZLULBN,Waterloo,9400ZZLUWLO,106,,,,
MET,MET,BAK,Waterloo,9400ZZLUWLO,Embankment,9400ZZLUEMB,98,,,,
MET,MET,BAK,Embankment,9400ZZLUEMB,Charing Cross,9400ZZLUCHX,73,,,,
MET,MET,BAK,Charing Cross,9400ZZLUCHX,Piccadilly Circus,9400ZZLUPCC,108,,,,
MET,MET,BAK,Piccadilly Circus,9400ZZLUPCC,Oxford Circus,9400ZZLUOXC,131,,,,
MET,MET,BAK,Oxford Circus,9400ZZLUOXC,Regent's Park,9400ZZLURGP,112,,,,
MET,MET,BAK,Regent's Park,9400ZZLURGP,Baker Street,9400ZZLUBST,111,,,,
MET,MET,BAK,Baker Street,9400ZZLUBST,Marylebone,9400ZZLUMYB,79,,,,
MET,MET,BAK,Marylebone,9400ZZLUMYB,Edgware Road,9400ZZLUERC,77,,,,
MET,MET,BAK,Edgware Road,9400ZZLUERC,Paddington,9400ZZLUPAC,109,,,,
MET,MET,BAK,Paddington,9400ZZLUPAC,Warwick Avenue,9400ZZLUWKA,110,,,,
MET,MET,BAK,Warwick Avenue,9400ZZLUWKA,Maida Vale,9400ZZLUMVL,102,,,,
MET,MET,BAK,Maida Vale,9400ZZLUMVL,Kilburn Park,9400ZZLUKPK,112,,,,
MET,MET,BAK,Kilburn Park,9400ZZLUKPK,Queen's Park,9400ZZLUQPS,130,,,,
MET,MET,BAK,Queen's Park,9400ZZLUQPS,Kensal Green,9400ZZLUKSL,187,,,,
MET,MET,BAK,Kensal Green,9400ZZLUKSL,Willesden Junction,9400ZZLUWJN,157,,,,
MET,MET,BAK,Willesden Junction,9400ZZLUWJN,Harlesden,9400ZZLUHSN,113,,,,
MET,MET,BAK,Harlesden,9400ZZLUHSN,Stonebridge Park,9400ZZLUSGP,143,,,,
MET,MET,BAK,Stonebridge Park,9400ZZLUSGP,Wembley Central,9400ZZLUWYC,169,,,,
MET,MET,BAK,Wembley Central,9400ZZLUWYC,North Wembley,9400ZZLUNWY,127,,,,
MET,MET,BAK,North Wembley,9400ZZLUNWY,South Kenton,9400ZZLUSKT,104,,,,
MET,MET,BAK,South Kenton,9400ZZLUSKT,Kenton,9400ZZLUKEN,130,,,,
MET,MET,BAK,Kenton,9400ZZLUKEN,Harrow & Wealdstone,9400ZZLUHAW,161,,,,
RLY,RLY,OVG-WEU,Watford Junction,9100WATFJDC,Watford High Street,9100WATFDHS,240,,,,
RLY,RLY,OVG-WEU,Watford High Street,9100WATFDHS,Bushey,9100BUSHYDC,180,,,,
RLY,RLY,OVG-WEU,Bushey,9100BUSHYDC,Carpenders Park,9100CRPNDPK,180,,,,
RLY,RLY,OVG-WEU,Carpenders Park,9100CRPNDPK,Hatch End,9100HTCHEND,180,,,,
RLY,RLY,OVG-WEU,Hatch End,9100HTCHEND,Headstone Lane,9100HEDSTNL,120,,,,
RLY,RLY,OVG-WEU,Headstone Lane,9100HEDSTNL,Harrow & Wealdstone,9100HROWDC,180,,,,
RLY,RLY,OVG-WEU,Harrow & Wealdstone,9100HROWDC,Kenton,9100KTON,120,,,,
RLY,RLY,OVG-WEU,Kenton,9100KTON,South Kenton,9100SKENTON,120,,,,
RLY,RLY,OVG-WEU,South Kenton,9100SKENTON,North Wembley,9100NWEMBLY,120,,,,
RLY,RLY,OVG-WEU,North Wembley,9100NWEMBLY,Wembley Central,9100WMBYDC,120,,,,
RLY,RLY,OVG-WEU,Wembley Central,9100WMBYDC,Stonebridge Park,9100STNBGPK,180,,,,
RLY,RLY,OVG-WEU,Stonebridge Park,9100STNBGPK,Harlesden,9100HARLSDN,120,,,,
RLY,RLY,OVG-WEU,Harlesden,9100HARLSDN,Willesden Junction,9100WLSDJHL,120,,,,
RLY,RLY,OVG-WEU,Willesden Junction,9100WLSDJHL,Kensal Green,9100KENSLG,180,,,,
RLY,RLY,OVG-WEU,Kensal Green,9100KENSLG,Queens Park,9100QPRK,120,,,,
RLY,RLY,OVG-WEU,Queens Park,9100QPRK,Kilburn High Road,9100KLBRNHR,120,,,,
RLY,RLY,OVG-WEU,Kilburn High Road,9100KLBRNHR,South Hampstead,9100SHMPSTD,120,,,,
RLY,RLY,OVG-WEU,South Hampstead,9100SHMPSTD,London Euston,9100EUSTON,660,,,,
RLY,RLY,OVG-GOB,Gospel Oak,9100GOSPLOK,Upper Holloway,9100UPRHLWY,240,,,,
RLY,RLY,OVG-GOB,Upper Holloway,9100UPRHLWY,Crouch Hill,9100CROUCHH,180,,,,
RLY,RLY,OVG-GOB,Crouch Hill,9100CROUCHH,Harringay Green Lanes,9100HRGYGL,180,,,,
RLY,RLY,OVG-GOB,Harringay Green Lanes,9100HRGYGL,South Tottenham,9100STOTNHM,180,,,,
RLY,RLY,OVG-GOB,South Tottenham,9100STOTNHM,Blackhorse Road,9100BLCHSRD,180,,,,
RLY,RLY,OVG-GOB,Blackhorse Road,9100BLCHSRD,Walthamstow Queens Road,9100WLTHQRD,180,,,,
RLY,RLY,OVG-GOB,Walthamstow Queens Road,9100WLTHQRD,Leyton Midland Road,9100LEYTNMR,180,,,,
RLY,RLY,OVG-GOB,Leyton Midland Road,9100LEYTNMR,Leytonstone High Road,9100LYTNSHR,180,,,,
RLY,RLY,OVG-GOB,Leytonstone High Road,9100LYTNSHR,Wanstead Park,9100WNSTDPK,180,,,,
RLY,RLY,OVG-GOB,Wanstead Park,9100WNSTDPK,Woodgrange Park,9100WDGRNPK,120,,,,
RLY,RLY,OVG-GOB,Woodgrange Park,9100WDGRNPK,Barking,9100BARKING,420,,,,
RLY,RLY,OVG-LST,Cheshunt,9100CHESHNT,Theobalds Grove,9100THBLDSG,300,,,,
RLY,RLY,OVG-LST,Theobalds Grove,9100THBLDSG,Turkey Street,9100TURKYST,120,,,,
RLY,RLY,OVG-LST,Turkey Street,9100TURKYST,Southbury,9100SBURY,180,,,,
RLY,RLY,OVG-LST,Southbury,9100SBURY,Edmonton Green,9100EDMNGRN,240,,,,
RLY,RLY,OVG-LST,Enfield Town,9100ENFLDTN,Bush Hill Park,9100BHILLPK,300,,,,
RLY,RLY,OVG-LST,Bush Hill Park,9100BHILLPK,Edmonton Green,9100EDMNGRN,180,,,,
RLY,RLY,OVG-LST,Edmonton Green,9100EDMNGRN,Silver Street,9100SIVRST,120,,,,
RLY,RLY,OVG-LST,Silver Street,9100SIVRST,White Hart Lane,9100WHHRTLA,120,,,,
RLY,RLY,OVG-LST,White Hart Lane,9100WHHRTLA,Bruce Grove,9100BRUCGRV,120,,,,
RLY,RLY,OVG-LST,Bruce Grove,9100BRUCGRV,Seven Sisters,9100SEVNSIS,120,,,,
RLY,RLY,OVG-LST,Seven Sisters,9100SEVNSIS,Stamford Hill,9100STMFDHL,120,,,,
RLY,RLY,OVG-LST,Stamford Hill,9100STMFDHL,Stoke Newington,9100STKNWNG,120,,,,
RLY,RLY,OVG-LST,Stoke Newington,9100STKNWNG,Rectory Road,9100RCTRYRD,120,,,,
RLY,RLY,OVG-LST,Rectory Road,9100RCTRYRD,Hackney Downs,9100HAKNYNM,180,,,,
RLY,RLY,OVG-LST,Chingford,9100CHINGFD,Highams Park,9100HGHMSPK,480,,,,
RLY,RLY,OVG-LST,Highams Park,9100HGHMSPK,Wood Street,9100WDST,180,,,,
RLY,RLY,OVG-LST,Wood Street,9100WDST,Walthamstow Central,9100WLTWCEN,120,,,,
RLY,RLY,OVG-LST,Walthamstow Central,9100WLTWCEN,St James Street,9100STJMSST,120,,,,
RLY,RLY,OVG-LST,St James Street,9100STJMSST,Clapton,9100CLAPTON,180,,,,
RLY,RLY,OVG-LST,Clapton,9100CLAPTON,Hackney Downs,9100HAKNYNM,180,,,,
RLY,RLY,OVG-LST,Hackney Downs,9100HAKNYNM,London Fields,9100LONFLDS,120,,,,
RLY,RLY,OVG-LST,London Fields,9100LONFLDS,Cambridge Heath,9100CAMHTH,120,,,,
RLY,RLY,OVG-LST,Cambridge Heath,9100CAMHTH,Bethnal Green,9100BTHNLGR,120,,,,
RLY,RLY,OVG-LST,Bethnal Green,9100BTHNLGR,London Liverpool Street,9100LIVST,180,,,,
RLY,RLY,OVG-HSL,Clapham Junction,9100CLPHMJW,Wandsworth Road,9100WNDSWRD,360,,,,
RLY,RLY,OVG-HSL,Wandsworth Road,9100WNDSWRD,Clapham High Street,9100CLPHHS,120,,,,
RLY,RLY,OVG-HSL,Clapham High Street,9100CLPHHS,Denmark Hill,9100DENMRKH,300,,,,
RLY,RLY,OVG-HSL,Denmark Hill,9100DENMRKH,Peckham Rye,9100PKHMRYC,120,,,,
RLY,RLY,OVG-HSL,Peckham Rye,9100PKHMRYC,Queens Road Peckham,9100PCKHMQD,180,,,,
RLY,RLY,OVG-HSL,Queens Road Peckham,9100PCKHMQD,Surrey Quays,9100SURREYQ,360,,,,
RLY,RLY,OVG-HSL,West Croydon,9100WCROYDN,Norwood Junction,9100NORWDJ,480,,,,
RLY,RLY,OVG-HSL,Norwood Junction,9100NORWDJ,Anerley,9100ANERLEY,180,,,,
RLY,RLY,OVG-HSL,Anerley,9100ANERLEY,Penge West,9100PENEW,120,,,,
RLY,RLY,OVG-HSL,Penge West,9100PENEW,Sydenham,9100SYDENHM,180,,,,
RLY,RLY,OVG-HSL,Crystal Palace,9100CRYSTLP,Sydenham,9100SYDENHM,300,,,,
RLY,RLY,OVG-HSL,Sydenham,9100SYDENHM,Forest Hill,9100FORESTH,120,,,,
RLY,RLY,OVG-HSL,Forest Hill,9100FORESTH,Honor Oak Park,9100HONROPK,180,,,,
RLY,RLY,OVG-HSL,Honor Oak Park,9100HONROPK,Brockley,9100BROCKLY,180,,,,
RLY,RLY,OVG-HSL,Brockley,9100BROCKLY,New Cross Gate,9100NEWXGTE,120,,,,
RLY,RLY,OVG-HSL,New Cross Gate,9100NEWXGTE,Surrey Quays,9100SURREYQ,300,,,,
RLY,RLY,OVG-HSL,New Cross,9100NWCROSS,Surrey Quays,9100SURREYQ,360,,,,
RLY,RLY,OVG-HSL,Surrey Quays,9100SURREYQ,Canada Water,9100CNDAW,60,,,,
RLY,RLY,OVG-HSL,Canada Water,9100CNDAW,Rotherhithe,9100RTHERI,120,,,,
RLY,RLY,OVG-HSL,Rotherhithe,9100RTHERI,Wapping,9100WAPPING,120,,,,
RLY,RLY,OVG-HSL,Wapping,9100WAPPING,Shadwell,9100SHADWEL,120,,,,
RLY,RLY,OVG-HSL,Shadwell,9100SHADWEL,Whitechapel,9100WCHAPEL,120,,,,
RLY,RLY,OVG-HSL,Whitechapel,9100WCHAPEL,Shoreditch High Street,9100SHRDHST,120,,,,
RLY,RLY,OVG-HSL,Shoreditch High Street,9100SHRDHST,Hoxton,9100HOXTON,130,,,,
RLY,RLY,OVG-HSL,Hoxton,9100HOXTON,Haggerston,9100HAGGERS,120,,,,
RLY,RLY,OVG-HSL,Haggerston,9100HAGGERS,Dalston Junction,9100DALS,60,,,,
RLY,RLY,OVG-HSL,Dalston Junction,9100DALS,Canonbury,9100CNNB,180,,,,
RLY,RLY,OVG-HSL,Canonbury,9100CNNB,Highbury & Islington,9100HIGHBYA,120,,,,
RLY,RLY,OVG-SRC,Clapham Junction,9100CLPHMJW,Imperial Wharf,9100CSEAH,240,,,,
RLY,RLY,OVG-SRC,Imperial Wharf,9100CSEAH,West Brompton,9100WBRMPTN,180,,,,
RLY,RLY,OVG-SRC,West Brompton,9100WBRMPTN,Kensington (Olympia),9100KENOLYM,120,,,,
RLY,RLY,OVG-SRC,Kensington (Olympia),9100KENOLYM,Shepherds Bush,9100SHPDSB,120,,,,
RLY,RLY,OVG-SRC,Shepherds Bush,9100SHPDSB,Willesden Junction,9100WLSDJHL,540,,,,
RLY,RLY,OVG-SRC,Richmond (London),9100RICHMND,Kew Gardens,9100KEWGRDN,240,,,,
RLY,RLY,OVG-SRC,Kew Gardens,9100KEWGRDN,Gunnersbury,9100GNRSBRY,120,,,,
RLY,RLY,OVG-SRC,Gunnersbury,9100GNRSBRY,South Acton,9100SACTON,180,,,,
RLY,RLY,OVG-SRC,South Acton,9100SACTON,Acton Central,9100ACTNCTL,240,,,,
RLY,RLY,OVG-SRC,Acton Central,9100ACTNCTL,Willesden Junction,9100WLSDJHL,360,,,,
RLY,RLY,OVG-SRC,Willesden Junction,9100WLSDJHL,Kensal Rise,9100KENR,120,,,,
RLY,RLY,OVG-SRC,Kensal Rise,9100KENR,Brondesbury Park,9100BRBYPK,120,,,,
RLY,RLY,OVG-SRC,Brondesbury Park,9100BRBYPK,Brondesbury,9100BRBY,120,,,,
RLY,RLY,OVG-SRC,Brondesbury,9100BRBY,West Hampstead,9100WHMDSTD,120,,,,
RLY,RLY,OVG-SRC,West Hampstead,9100WHMDSTD,Finchley Road & Frognal,9100FNCHLYR,60,,,,
RLY,RLY,OVG-SRC,Finchley Road & Frognal,9100FNCHLYR,Hampstead Heath,9100HMPSTDH,180,,,,
RLY,RLY,OVG-SRC,Hampstead Heath,9100HMPSTDH,Gospel Oak,9100GOSPLOK,120,,,,
RLY,RLY,OVG-SRC,Gospel Oak,9100GOSPLOK,Kentish Town West,9100KNTSHTW,120,,,,
RLY,RLY,OVG-SRC,Kentish Town West,9100KNTSHTW,Camden Road,9100CMDNRD,240,,,,
RLY,RLY,OVG-SRC,Camden Road,9100CMDNRD,Caledonian Road & Barnesbury,9100BYFLANH,180,,,,
RLY,RLY,OVG-SRC,Caledonian Road & Barnesbury,9100BYFLANH,Highbury & Islington,9100HIGHBYA,180,,,,
RLY,RLY,OVG-SRC,Highbury & Islington,9100HIGHBYA,Canonbury,9100CNNB,120,,,,
RLY,RLY,OVG-SRC,Canonbury,9100CNNB,Dalston Kingsland,9100DALSKLD,120,,,,
RLY,RLY,OVG-SRC,Dalston Kingsland,9100DALSKLD,Hackney Central,9100HACKNYC,120,,,,
RLY,RLY,OVG-SRC,Hackney Central,9100HACKNYC,Homerton,9100HOMRTON,120,,,,
RLY,RLY,OVG-SRC,Homerton,9100HOMRTON,Hackney Wick,9100HACKNYW,120,,,,
RLY,RLY,OVG-SRC,Hackney Wick,9100HACKNYW,Stratford (London),9100STFD,360,,,,
RLY,RLY,OVG-ROM,Romford,9100ROMFORD,Emerson Park,9100EMRSPKH,240,,,,
RLY,RLY,OVG-ROM,Emerson Park,9100EMRSPKH,Upminster,9100UPMNSTR,300,,,,
RLY,RLY,ELZ-E,Shenfield,9100SHENFLD,Brentwood,9100BRTWOOD,360,,,,
RLY,RLY,ELZ-E,Brentwood,9100BRTWOOD,Harold Wood,9100HRLDWOD,240,,,,
RLY,RLY,ELZ-E,Harold Wood,9100HRLDWOD,Gidea Park,9100GIDEAPK,180,,,,
RLY,RLY,ELZ-E,Gidea Park,9100GIDEAPK,Romford,9100ROMFORD,240,,,,
RLY,RLY,ELZ-E,Romford,9100ROMFORD,Chadwell Heath,9100CHDWLHT,240,,,,
RLY,RLY,ELZ-E,Chadwell Heath,9100CHDWLHT,Goodmayes,9100GODMAYS,120,,,,
RLY,RLY,ELZ-E,Goodmayes,9100GODMAYS,Seven Kings,9100SVNKNGS,120,,,,
RLY,RLY,ELZ-E,Seven Kings,9100SVNKNGS,Ilford,9100ILFORD,120,,,,
RLY,RLY,ELZ-E,Ilford,9100ILFORD,Manor Park,9100MANRPK,180,,,,
RLY,RLY,ELZ-E,Manor Park,9100MANRPK,Forest Gate,9100FRSTGT,120,,,,
RLY,RLY,ELZ-E,Forest Gate,9100FRSTGT,Maryland,9100MRYLAND,120,,,,
RLY,RLY,ELZ-E,Maryland,9100MRYLAND,Stratford (London),9100STFD,120,,,,
RLY,RLY,ELZ-E,Stratford (London),9100STFD,London Liverpool Street,9100LIVST,420,,,,
RLY,RLY,ELZ-W,London Paddington,9100PADTON,Acton Main Line,9100ACTONML,480,,,,
RLY,RLY,ELZ-W,Acton Main Line,9100ACTONML,Ealing Broadway,9100EALINGB,180,,,,
RLY,RLY,ELZ-W,Ealing Broadway,9100EALINGB,West Ealing,9100WEALING,120,,,,
RLY,RLY,ELZ-W,West Ealing,9100WEALING,Hanwell,9100HANWELL,120,,,,
RLY,RLY,ELZ-W,Hanwell,9100HANWELL,Southall,9100STHALL,240,,,,
RLY,RLY,ELZ-W,Southall,9100STHALL,Hayes & Harlington,9100HAYESAH,240,,,,
RLY,RLY,ELZ-W,Hayes & Harlington,9100HAYESAH,Heathrow Terminals 2 & 3,9100HTRWAPT,720,,,,
RLY,RLY,ELZ-W,Heathrow Terminals 2 & 3,9100HTRWAPT,Heathrow Terminal 4,9100HTRWTM4,240,,,,
RLY,RLY,ELZ-W,Heathrow Terminals 2 & 3,9100HTRWAPT,Heathrow Terminal 5,9100HTRWTM5,240,,,,
DLR,DLR,DLR,Bank,9400ZZDLBNK,Shadwell,9400ZZDLSHA,240,,,,
DLR,DLR,DLR,Tower Gateway,9400ZZDLTWG,Shadwell,9400ZZDLSHA,120,,,,
DLR,DLR,DLR,Shadwell,9400ZZDLSHA,Limehouse,9400ZZDLLIM,120,,,,
DLR,DLR,DLR,Limehouse,9400ZZDLLIM,Westferry,9400ZZDLWFE,120,,,,
DLR,DLR,DLR,Westferry,9400ZZDLWFE,Poplar,9400ZZDLPOP,60,,,,
DLR,DLR,DLR,Poplar,9400ZZDLPOP,Blackwall,9400ZZDLBLA,120,,,,
DLR,DLR,DLR,Blackwall,9400ZZDLBLA,East India,9400ZZDLEIN,60,,,,
DLR,DLR,DLR,East India,9400ZZDLEIN,Canning Town,9400ZZDLCGT,120,,,,
DLR,DLR,DLR,Canning Town,9400ZZDLCGT,Royal Victoria,9400ZZDLRVC,120,,,,
DLR,DLR,DLR,Royal Victoria,9400ZZDLRVC,Custom House,9400ZZDLCUS,60,,,,
DLR,DLR,DLR,Custom House,9400ZZDLCUS,Prince Regent,9400ZZDLPRE,60,,,,
DLR,DLR,DLR,Prince Regent,9400ZZDLPRE,Royal Albert,9400ZZDLRAL,120,,,,
DLR,DLR,DLR,Royal Albert,9400ZZDLRAL,Beckton Park,9400ZZDLBPK,60,,,,
DLR,DLR,DLR,Beckton Park,9400ZZDLBPK,Cyprus,9400ZZDLCYP,60,,,,
DLR,DLR,DLR,Cyprus,9400ZZDLCYP,Gallions Reach,9400ZZDLGAL,120,,,,
DLR,DLR,DLR,Gallions Reach,9400ZZDLGAL,Beckton,9400ZZDLBEC,120,,,,
DLR,DLR,DLR,Canning Town,9400ZZDLCGT,West Silvertown,9400ZZDLWSV,180,,,,
DLR,DLR,DLR,West Silvertown,9400ZZDLWSV,Pontoon Dock,9400ZZDLPDK,120,,,,
DLR,DLR,DLR,Pontoon Dock,9400ZZDLPDK,London City Airport,9400ZZDLLCA,120,,,,
DLR,DLR,DLR,London City Airport,9400ZZDLLCA,King George V,9400ZZDLKGV,120,,,,
DLR,DLR,DLR,King George V,9400ZZDLKGV,Woolwich Arsenal,9400ZZDLWLA,240,,,,
DLR,DLR,DLR,Stratford International,9400ZZDLSIT,Stratford,9400ZZDLSTD,60,,,,
DLR,DLR,DLR,Stratford,9400ZZDLSTD,Stratford High Street,9400ZZDLSHS,60,,,,
DLR,DLR,DLR,Stratford High Street,9400ZZDLSHS,Abbey Road,9400ZZDLABR,120,,,,
DLR,DLR,DLR,Abbey Road,9400ZZDLABR,West Ham,9400ZZDLWHM,60,,,,
